1045139541|59|"BING & GRONDAHL CHRISTMAS IN AMERICA PLATE 91"|5.00|1|5.00|2001-12-07 07:37:50|2001-12-14 07:37:50
1045143944|365|"1982 P.M.- LOVE ONE ANOTHER - HOURGLASS MARK"|17.50|0|17.50|2001-12-07 07:56:13|2001-12-14 07:56:13
1045147623|366|"NATIONAL FIREWORKS LOT BOSTON MA. 1933"|9.99|0|9.99|2001-12-07 08:11:30|2001-12-14 08:11:30
1045154238|367|"Cameo Incoley The Isle of Circes"|9.99|0|9.99|2001-12-07 08:36:52|2001-12-14 08:36:52
1045157743|368|"(7) Old Antique Golf Clubs @@NO RESERVE@@"|1.00|17|122.50|2001-12-07 08:52:56|2001-12-17 08:52:56
1045164703|384|"D56 SV Village Town Hall NEW SRP=$96"|71.99|0|71.99|2001-12-07 09:13:34|2001-12-14 09:13:34
1045165699|385|"Avon Angel Porcelain Thimble 1999"|2.00|0|2.00|2001-12-07 09:17:15|2001-12-14 09:17:15
1045170563|132|"Avon-Angel Song/Mandolin w/Unforgettable"|4.75|0|4.75|2001-12-07 09:34:39|2001-12-14 09:34:39
1045175503|386|"Enesco Wizard of Oz The Cowardly Lion NEW"|8.00|0|8.00|2001-12-07 09:51:09|2001-12-14 09:51:09
1045178271|387|"R2D2 Pepsi Cooler"|75.00|0|75.00|2001-12-07 09:59:10|2001-12-17 09:59:10
1045180169|388|"Lilyette Mini Lacy Bra Slip 36-37C"|8.00|1|8.00|2001-12-07 10:06:26|2001-12-17 10:06:26
1045180870|390|"VERY NICE BRASS MATCH HOLDER BUCKET"|1.00|0|1.00|2001-12-07 10:07:32|2001-12-17 10:07:32
1045181453|307|"50 Sterling STATE INGOTS Franklin Mint NO RES"|245.00|1|245.00|2001-12-07 10:09:16|2001-12-14 10:09:16
1045186593|392|"Avon's Cape Cod Collection Vase brand new"|12.00|1|12.00|2001-12-07 10:25:18|2001-12-14 10:25:18
1045188109|332|"Bessie Pease Gutmann FIRST STEP figurine"|9.00|1|9.00|2001-12-07 10:30:10|2001-12-14 10:30:10
1045188547|395|"Dept.56 Santa's Workshop-Brand New!!!"|49.99|14|152.50|2001-12-07 10:31:09|2001-12-14 10:31:09
1045195481|404|"Shall I Play For You"|5.00|0|5.00|2001-12-07 10:55:08|2001-12-14 10:55:08
